File,Last Name,First Name,Street Address 1,Street Address 2,City,State,Zip Code,Phone,Email,License Number,License Status,Company Domain,Company,Full Name,County,Issue Date,Expiration Date,Fax Number,DBA Name
http://search.msboc.us/Detail.cfm?ContractorID=17650&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 1447,,WASHINGTON,MS,39190,(601)442-3135,,15608-MC,,,"THORPE SHEET METAL, INC.",RUSSELL TRENT CUNNINGHAM,ADAMS,07/12/2006,08/01/2019,(601)442-8759,
http://search.msboc.us/Detail.cfm?ContractorID=25304&ContractorType=Commercial&varDataSource=BOC,,,540 SHADOW VIEW DR. EAST,,HERNANDO,MS,38632,901-230-0087,,21325-SC,,,THREE D CONSTRUCTION LLC,DAVID D DODSON,DESOTO,08/26/2015,02/13/2020,,
http://search.msboc.us/Detail.cfm?ContractorID=13293&ContractorType=Commercial&varDataSource=BOC,,,3853 HWY 61 NORTH,,CLEVELAND,MS,38732,(662)719-6291,,12475-MC,,,TIMBO'S CONSTRUCTION INC.,BRIAN KENDALL,BOLIVAR,10/05/2000,04/13/2020,888-629-2975,
http://search.msboc.us/Detail.cfm?ContractorID=29148&ContractorType=Commercial&varDataSource=BOC,,,3853 HWY 61 NORTH,,CLEVELAND,MS,38732,662-843-4740,,22919-MC,,,"TIMBO'S PLUMBING, INC.",BRIAN KENDALL,BOLIVAR,09/26/2018,09/26/2019,888-629-2975,
http://search.msboc.us/Detail.cfm?ContractorID=24320&ContractorType=Commercial&varDataSource=BOC,,,501 EAST NORTH ST.,,PASS CHRISTIAN,MS,39571,228-343-3113,,20693-MC,,,TONY VU DBA VU GENERAL CONTRACTORS,TONY VU,HARRISON,08/06/2014,08/06/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=19074&ContractorType=Commercial&varDataSource=BOC,,,100 BLACK MAN BLVD. WEST,,WARTRACE,TN,37183,931-813-3050,,16180-SC,,,"TRI STAR PLUMBING, LLC",MICHAEL PUGH,,05/08/2007,10/08/2019,931-813-3065,
http://search.msboc.us/Detail.cfm?ContractorID=17799&ContractorType=Commercial&varDataSource=BOC,,,2005 NONCONNAH BOULEVARD SUITE 31,,MEMPHIS,TN,38132,(901)332-0096,,10364-SC,,,"TRI-STATE PLUMBING, HEATING & AIR CONDITIONING","NINTIN SHAH,II",,01/10/1996,01/14/2020,901-332-3696,"CONTRACTORS,  INC."
http://search.msboc.us/Detail.cfm?ContractorID=26349&ContractorType=Commercial&varDataSource=BOC,,,193 TABERNACLE RD.,,COLUMBUS,MS,39702,662-328-0662,,21955-SC,,,TRIANGLE INSULATION & ACOUSTIC INC,DALE NELSON,LOWNDES,11/09/2016,11/09/2019,662-327-3797,
http://search.msboc.us/Detail.cfm?ContractorID=17846&ContractorType=Commercial&varDataSource=BOC,,,715 COUNTRY ROAD 160,,COILA,MS,38923,(662)237-4728,,09059-SC,,,TUCKER PLUMBING COMPANY,EDWARD D. TUCKER,CARROLL,01/08/1992,02/19/2020,(662)237-4728,
http://search.msboc.us/Detail.cfm?ContractorID=17940&ContractorType=Commercial&varDataSource=BOC,,,1929 MIDWAY STREET,,JACKSON,MS,39204,(601)373-4717,,08014-MC,,,UNITED PLUMBING & HEATING COMPANY,"MAURICE THOMAS,  JR./GREG CURRY",HINDS,01/03/1989,01/18/2020,(601)373-3460,
http://search.msboc.us/Detail.cfm?ContractorID=19228&ContractorType=Commercial&varDataSource=BOC,,,1241 HWY 63 N,,LEAKESVILLE,MS,39451,601-394-4510,,16334-MC,,,"UNIVERSAL SERVICES, LLC",RYAN DOBBINS,GREENE,07/11/2007,05/13/2020,601-394-2424,
http://search.msboc.us/Detail.cfm?ContractorID=27995&ContractorType=Commercial&varDataSource=BOC,,,6923 PASADENA R.,,HORN LAKE,MS,38637,901-362-7363,,22326-MC,,,"UPCHURCH INDUSTRIAL, LLC",DAVID/MICHAEL/ROBERT UPCHURCH,DESOTO,07/12/2017,07/12/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=17968&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 8106,,GREENWOOD,MS,38935,(662)453-6860,,02682-MC,,,"UPCHURCH PLUMBING, INC.","R.,M.&D. UPCHURCH/RICK MITCHIE JR.",LEFLORE,07/07/1970,10/12/2019,(662)453-6201,
http://search.msboc.us/Detail.cfm?ContractorID=28507&ContractorType=Commercial&varDataSource=BOC,,,7555 INDUSTRIAL CT,,ALPHARETTA,GA,30004,770-569-2222,,22468-SC,,,"US SOUTH PLUMBING, INC.",MARTIN KESTERSON,,10/25/2017,10/25/2019,770-569-2007,
http://search.msboc.us/Detail.cfm?ContractorID=18056&ContractorType=Commercial&varDataSource=BOC,,,20845 HWY 145 EAST 1,,LOUISVILLE,MS,39339,(662)773-3289,,09478-SC,,,"VERNON PLUMBING CONTRACTORS, INC.",TERRY VERNON,WINSTON,07/14/1993,07/23/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=30052&ContractorType=Commercial&varDataSource=BOC,,,7492 BEATLINE RD,,LONG BEACH,MS,39560,228-343-3113,,23036-MC,,,"VGC, LLC",TONY HOA VU,HARRISON,12/26/2018,12/26/2019,,
http://search.msboc.us/Detail.cfm?ContractorID=18067&ContractorType=Commercial&varDataSource=BOC,,,580 SIMMONS DRIVE,,TRUSSVILLE,AL,35173,(205)655-7813,,10934-SC,,,"VICTORY PLUMBING AND PIPEFITTING, INC.",GEORGE MERCHANT,,07/09/1997,04/08/2020,(205)655-7814,
http://search.msboc.us/Detail.cfm?ContractorID=18083&ContractorType=Commercial&varDataSource=BOC,,,1603 SCHOOL STREET,,HILLSBORO,IL,62049,(217)532-6639,,14195-MC,,,"VOGEL PLUMBING, INC.",RICHARD VOGEL,,01/14/2004,01/14/2020,(217)532-6132,
http://search.msboc.us/Detail.cfm?ContractorID=20385&ContractorType=Commercial&varDataSource=BOC,,,P.O. BOX 11400,,LEXINGTON,KY,40575,859-248-4916,,17491-SC,,,"WALSH INDUSTRIAL PIPING, LLC",JOHN WALSH,,03/03/2009,01/14/2020,859-625-1500,
http://search.msboc.us/Detail.cfm?ContractorID=24661&ContractorType=Commercial&varDataSource=BOC,,,3784 E. SPYGLASS HILL DR.,,FAYETTEVILLE,AR,72701,479-684-1807,,20764-SC,,,WARDEN CONTRACTING INCORPORATED,STEVE WARDEN,,09/17/2014,09/28/2019,479-442-0426,
http://search.msboc.us/Detail.cfm?ContractorID=18193&ContractorType=Commercial&varDataSource=BOC,,,1389 IVY AVENUE,,LOUISVILLE,MS,39339,(662)773-2337,,11284-MC,,,"WARNER CONSTRUCTION CO. OF MS., LLC",JASON WARNER,WINSTON,05/19/1998,04/10/2020,(662)773-8644,
http://search.msboc.us/Detail.cfm?ContractorID=15313&ContractorType=Commercial&varDataSource=BOC,,,3889 ROBERTSON RD,,NESBIT,MS,38651,(901)332-5670,,05412-MC,,,WCN CONTRACTORS,WILLIE NELSON,DESOTO,01/05/1982,12/15/2019,(901)332-5680,
http://search.msboc.us/Detail.cfm?ContractorID=18241&ContractorType=Commercial&varDataSource=BOC,,,POST OFFICE BOX 2411,,GULFPORT,MS,39505,(228)864-1261,,03388-MC,,,"WEAVER, RAY C. MECHANICAL CONTRACTORS, INC.",RAY C. WEAVER/ JAMES WEAVER,HARRISON,07/02/1974,07/08/2019,(228)868-6803,
http://search.msboc.us/Detail.cfm?ContractorID=18327&ContractorType=Commercial&varDataSource=BOC,,,3639 NEW GETWELL STE. 6,,MEMPHIS,TN,38118,901-375-0076,,11753-SC,,,"WHEELIS MECHANICAL COMPANY, LLC",CHARLES R. WHEELIS,,04/14/1999,06/23/2019,901-375-0831,
http://search.msboc.us/Detail.cfm?ContractorID=18332&ContractorType=Commercial&varDataSource=BOC,,,2065 FLETCHER CREEK DRIVE,,MEMPHIS,TN,38133,(901)362-5000,,04205-MC,,,"WHITE PLUMBING & MECHANICAL CONTRACTORS, INC.",DON E. WHITE,,04/05/1977,01/14/2020,(901)362-5048,
http://search.msboc.us/Detail.cfm?ContractorID=18426&ContractorType=Commercial&varDataSource=BOC,,,55 CR 8361,,RIENZI,MS,38865,(662)728-7295,,05683-SC,,,WILLIAM M. WIMBERLY DBA BILL'S BACKHOE SERVICE,William M. Wimberley,ALCORN,01/04/1983,01/14/2020,(662)720-9956,
http://search.msboc.us/Detail.cfm?ContractorID=30098&ContractorType=Commercial&varDataSource=BOC,,,100 CRESCENT CENTRE PKWY STE. 1240,,TUCKER,GA,30084,770-879-4566,,23079-MC,,,"WILLIAMS INDUSTRIAL SERVICES, LLC",JAMES MAHONEY JR,,02/06/2019,02/06/2020,877-679-6849,
http://search.msboc.us/Detail.cfm?ContractorID=20659&ContractorType=Commercial&varDataSource=BOC,,,100  CRESCENT CENTRE PKWY STE. 1240,,TUCKER,GA,30084,770-879-4165,,17763-MC,,,"WILLIAMS PLANT SERVICES, LLC",JAMES MAHONEY,,07/09/2009,09/12/2019,866-430-0918,
http://search.msboc.us/Detail.cfm?ContractorID=22161&ContractorType=Commercial&varDataSource=BOC,,,100 CRESCENT CENTRE PKWY STE. 1240,,TUCKER,GA,30084,770-879-4042,,19038-MC,,,"WILLIAMS SPECIALTY SERVICES, LLC",JAMES MAHONEY,,07/20/2011,07/21/2019,855-373-7141,
