File,Last Name,First Name,Street Address 1,Street Address 2,City,State,Zip Code,Phone,Email,License Number,License Status,Company Domain,Company,Certificate Expires,Certificate Registered,Contractor Name,Corporation Name,Entity,Registration Number,Employees,Worker Compensation Status
https://dol.nebraska.gov/conreg/Contractor/Details/5826918,,,1524 N 60th ST,"Omaha, NE 68104",Omaha,NE,68104,4028138006,,,,,K&J HVAC SERVICES LLC,10/23/2019,10/23/2018,K&J HVAC SERVICES LLC,,LLC,58269-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/7422119,,,1838 sutton drive,"Wahoo, NE 68066",Wahoo,NE,68066,4024431033,,,,,"K&S Mechanical, LLC",6/8/2020,6/8/2019,"K&S Mechanical, LLC",,LLC,74221-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4264319,,,551 W 1st St.,"Wahoo, NE 68066",Wahoo,NE,68066,4024434224,,,,,Kaar Sheet Metal,1/1/2020,1/1/2019,Kaar Sheet Metal,,LLC,42643-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2905318,,,1715 4TH ST.,"SIOUX CITY, IA 51101",SIOUX CITY,IA,51101,7122775616,,,,,KALINS INDOOR COMFORT INC.,7/15/2019,7/15/2018,KALINS INDOOR COMFORT INC.,KALINS INDOOR COMFORT INC,Corporation,29053-18,53,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4018918,,,13330 California St,STE 101,Omaha,NE,68154,4029990282,,,,,KC MECHANICAL SERVICE INC,11/1/2019,11/1/2018,KC MECHANICAL SERVICE INC,,S-Corporation,40189-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5915418,,,15412 young street,"Bennington, NE 68007",Bennington,NE,68007,4023329961,,,,,Keats Heating and Cooling,8/8/2019,8/8/2018,Keats Heating and Cooling,,LLC,59154-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2799918,,,175 E,SENECA AVENUE,EXETER,NE,68351,4022663801,,,,,"KELCH PLBG. HTG. & REFRIG., INC.",6/15/2019,6/15/2018,"KELCH PLBG. HTG. & REFRIG., INC.","KELCH PLBG. HTG. & REFRIG., INC.",S-Corporation,27999-18,5,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2813118,,,2194 STATE HIGHWAY 91,"ALBION, NE 68620",ALBION,NE,68620,4023956321,,,,,KELLY'S HEATING & AIR CONDITIONING,7/1/2019,7/1/2018,KELLY'S HEATING & AIR CONDITIONING,,Sole Proprietorship,28131-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3318318,,,1105 WEST 11TH STREET,"OGALLALA, NE 69153",OGALLALA,NE,69153,3082846961,,,,,"KEMP BROTHERS, LLC",8/15/2019,8/15/2018,"KEMP BROTHERS, LLC",,LLC,33183-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2915818,,,53851 844TH ROAD,"MEADOW GROVE, NE 68752",MEADOW GROVE,NE,68752,4027504809,,,,,KENNYS PLUMBING,7/15/2019,7/15/2018,KENNYS PLUMBING,,Sole Proprietorship,29158-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2056819,,,11837 SOUTH 25TH STREET,"BELLEVUE, NE 68123",BELLEVUE,NE,68123,4022929788,,,,,"KETTLESON PLUMBING CO., INC.",4/15/2020,4/15/2019,"KETTLESON PLUMBING CO., INC.","KETTLESON PLUMBING CO., INC.",S-Corporation,20568-19,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3091418,,,89476 557TH AVE,"FORDYCE, NE 68736",FORDYCE,NE,68736,4023573302,,,,,KEVINS PLUMBING SERVICE LLC,10/1/2019,10/1/2018,KEVINS PLUMBING SERVICE LLC,,Sole Proprietorship,30914-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3554818,,,2450 106th Street Circle,"Kearney, NE 68847",Kearney,NE,68847,3084405625,,,,,"KILGORE PLUMBING, INC",9/1/2019,9/1/2018,"KILGORE PLUMBING, INC","Kilgore Plumbing, Inc.",S-Corporation,35548-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5957919,,,119 E 2nd St,"Kimball, NE 69145",Kimball,NE,69145,3082354822,,,,,Kimball HVAC Inc,3/4/2020,3/4/2019,Kimball HVAC Inc,Kimball HVAC Inc,S-Corporation,59579-19,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2490719,,,6007 N.14th street,"LINCOLN, NE 68521",LINCOLN,NE,68521,4024860606,,,,,KING AND SONS PLUMBING CO.,6/1/2020,6/1/2019,KING AND SONS PLUMBING CO.,KING AND SONS PLUMBING COMPANY,Corporation,24907-19,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4655018,,,573 175th Road,"PLEASANT DALE, NE 68423",PLEASANT DALE,NE,68423,4028902143,,,,,Kirk's Plumbing & Backflow Service,10/15/2019,10/15/2018,Kirk's Plumbing & Backflow Service,Kirk's Plumbing & Backflow Service,S-Corporation,46550-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2907218,,,127 N,17TH,ORD,NE,68862,3087287983,,,,,KITTLES PLUMBING & WELL SERVICE,7/15/2019,7/15/2018,KITTLES PLUMBING & WELL SERVICE,KITTLES PLUMBING & WELL SERVICE,Corporation,29072-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9249518,,,P.O,BOX 42,SCHUYLER,NE,68661,4025392065,,,,,KMENT REFRIGERATION HEATING AND AIR CONDITIONING,8/15/2019,8/15/2018,KMENT REFRIGERATION HEATING AND AIR CONDITIONING,,Sole Proprietorship,92495-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3872219,,,3202 Mirror Circle,"Bellevue, NE 68123",Bellevue,NE,68123,4023010161,,,,,Knight Heating and Cooling Inc,3/1/2020,3/1/2019,Knight Heating and Cooling Inc,Knight Heating and Cooling Inc,S-Corporation,38722-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4536219,,,13505 A Street,"OMAHA, NE 68144",OMAHA,NE,68144,4024514200,,,,,KNUTSON PLUMBING,4/1/2020,4/1/2019,KNUTSON PLUMBING,"MARKSON ENTERPRISES, LLC",S-Corporation,45362-19,22,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3804618,,,PO Box 308  203 E Main Street,"Hartington, NE 68739",Hartington,NE,68739,4022543444,,,,,Koch-Tramp Plumbing & Heating LLC,10/15/2019,10/15/2018,Koch-Tramp Plumbing & Heating LLC,Koch-Tramp Plumbing & Heating LLC,LLC,38046-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/8675418,,,4201 N Beach St,"FORT WORTH, TX 76137",FORT WORTH,TX,76137,8172815121,,,,,KPS Global LLC,6/6/2019,6/6/2018,KPS Global LLC,KPS Global LLC,LLC,86754-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/5079618,,,P.O,Box 51,Neola,IA,51559,4028893842,,,,,"KPS HVAC Services, Inc.",10/15/2019,10/15/2018,"KPS HVAC Services, Inc.","KPS HVAC Services, Inc.",S-Corporation,50796-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4581819,,,PO Box 940,"Atkinson, NE 68713",Atkinson,NE,68713,4023361881,,,,,"Kratz Services, Inc.",6/1/2020,6/1/2019,"Kratz Services, Inc.",,S-Corporation,45818-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2235218,,,3607 NORTH 39TH ST,"LINCOLN, NE 68504",LINCOLN,NE,68504,4024358602,,,,,KRAUTER-BOSN SERVICE COMPANY,11/1/2019,11/1/2018,KRAUTER-BOSN SERVICE COMPANY,KRAUTER-BOSN SERVICE COMPANY,S-Corporation,22352-18,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2971918,,,24350 115TH RD,"KEARNEY, NE 68845",KEARNEY,NE,68845,3088934255,,,,,KREUTZER PLUMBING,8/1/2019,8/1/2018,KREUTZER PLUMBING,"KREUTZER PLUMBING, INC.",Corporation,29719-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3477519,,,P.O,"BOX 1264, 401 SOUTH OHLMAN",MITCHELL,SD,57301,6059962752,,,,,"KROHMER PLUMBING, INC.",5/15/2020,5/15/2019,"KROHMER PLUMBING, INC.","KROHMER PLUMBING, INC.",Corporation,34775-19,130,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3592818,,,6517 WEST HUSKER HWY,"ALDA, NE 68810",ALDA,NE,68810,3083848310,,,,,KROLIKOWSKI PLUMBING,9/1/2019,9/1/2018,KROLIKOWSKI PLUMBING,,Sole Proprietorship,35928-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9997018,,,PO Box 57   411 North 2nd St,"Homer, NE 68030",Homer,NE,68030,7128980470,,,,,Krumwiede Heating and Cooling,10/1/2019,10/1/2018,Krumwiede Heating and Cooling,,Sole Proprietorship,99970-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2919818,,,316 W North St,"EWING, NE 68735",EWING,NE,68735,4026267651,,,,,KRUNTORAD PLUMBING,7/15/2019,7/15/2018,KRUNTORAD PLUMBING,,Partnership,29198-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4345119,,,10301 Saltillo Rd,"Roca, NE 68430",Roca,NE,68430,4027704004,,,,,KSS Plumbing LLC,5/1/2020,5/1/2019,KSS Plumbing LLC,KSS Plumbing LLC,S-Corporation,43451-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4812918,,,234 East J Street,"Hastings, NE 68901",Hastings,NE,68901,4024631794,,,,,"K-T Heating & Air Conditioning, Inc.",7/1/2019,7/1/2018,"K-T Heating & Air Conditioning, Inc.",JHJB Partners Inc,Corporation,48129-18,12,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3475819,,,P.O,Box 388,Loveland,CO,80539,9704613553,,,,,"Kuck Mechanical Contractors, LLC",5/15/2020,5/15/2019,"Kuck Mechanical Contractors, LLC",,LLC,34758-19,87,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2927018,,,P,O,LAUREL,NE,68745,4022563572,,,,,LACKAS SERVICE INC,7/15/2019,7/15/2018,LACKAS SERVICE INC,Lackas Service Inc.,S-Corporation,29270-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2088818,,,200 N 7th St Ste 1,"Beatrice, NE 68310",Beatrice,NE,68310,4022234132,,,,,Lammel Plumbing Inc,6/15/2019,6/15/2018,Lammel Plumbing Inc,"LAMMEL PLUMBING, INC.",S-Corporation,20888-18,11,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3727018,,,6666 Grover Street,"Omaha, NE 68106",Omaha,NE,68106,4023331116,,,,,Lampe's Clean Air Specialists,7/15/2019,7/15/2018,Lampe's Clean Air Specialists,Lampe's Air Filter Sales and Services,S-Corporation,37270-18,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2833918,,,680 E 1ST ST,PO BOX 429,,,,,,,,,LANDRETH PLUMBING INC,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/3315218,,,2301 Rodeo Rd,"NORTH PLATTE, NE 69101",NORTH PLATTE,NE,69101,3085345848,,,,,LANGEMEIER HEATING & COOLING,7/15/2019,7/15/2018,LANGEMEIER HEATING & COOLING,Langemeier Heating & Cooling LLC,Partnership,33152-18,9,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2263218,,,1346 SAUNDERS ST,"LINCOLN, NE 68521",LINCOLN,NE,68521,4024743314,,,,,LARKINS HEATING & AIR CONDITIONING,11/1/2019,11/1/2018,LARKINS HEATING & AIR CONDITIONING,LARKINS HEATING & AIR CONDITIONING,Corporation,22632-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3797918,,,2401 Broadway Suite #3,"YANKTON, SD 57078",YANKTON,SD,57078,6056659461,,,,,LARRY'S HEATING & COOLING,10/15/2019,10/15/2018,LARRY'S HEATING & COOLING,,Corporation,37979-18,25,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2881318,,,2915 W 10TH STREET,"GRAND ISLAND, NE 68803",GRAND ISLAND,NE,68803,3083817823,,,,,LARRY'S PLUMBING INC,7/1/2019,7/1/2018,LARRY'S PLUMBING INC,LARRY'S PLUMBING INC,Corporation,28813-18,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3085418,,,8548 E SPRUCE RD,"WYMORE, NE 68466",WYMORE,NE,68466,4026453518,,,,,LAUBY PLUMBING HEATING & AIR,8/15/2019,8/15/2018,LAUBY PLUMBING HEATING & AIR,"Lauby Plumbing, Heating & Air, Inc.",Corporation,30854-18,6,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9604619,,,301 West Dilin St.,"Lincoln, NE 68521",Lincoln,NE,68521,4025706690,,,,,LaVerne A. Lottman Jr.,3/1/2020,3/1/2019,LaVerne A. Lottman Jr.,,Sole Proprietorship,96046-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/7266019,,,502 Oakwood Dr.,"Papillion, NE 68133",Papillion,NE,68133,4022010709,,,,,Lawrence Plumbing,3/11/2020,3/11/2019,Lawrence Plumbing,Lawrence Plumbing,Sole Proprietorship,72660-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4482018,,,1035 S COTNER BLVD,"Lincoln, NE 68510-4929",Lincoln,NE,68510-4929,4026102624,,,,,LB Plumbing Inc,12/15/2019,12/15/2018,LB Plumbing Inc,LB plumbing Inc,S-Corporation,44820-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4747819,,,4436 Hickory St,"Omaha, NE 68105",Omaha,NE,68105,4022017250,,,,,Lee the Plumber,4/1/2020,4/1/2019,Lee the Plumber,Lee the Plumber,LLC,47478-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4917819,,,PO Box 425,"Seward, NE 68434",Seward,NE,68434,4026433644,,,,,LEE'S REFRIGERATION,1/15/2020,1/15/2019,LEE'S REFRIGERATION,"R & R REFRIGERATION, LLC",LLC,49178-19,11,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/6591019,,,"645 E MISSOURI, SUITE 205","PHOENIX, AZ 85012",PHOENIX,AZ,85012,6022638111,,,,,LEGACY AIR HVAC LLC,5/1/2020,5/1/2019,LEGACY AIR HVAC LLC,LEGACY AIR HVAC LLC,LLC,65910-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3775318,,,19819 Sycamore Drive,"Gretna, NE 68028",Gretna,NE,68028,4028807841,,,,,Legacy Plumbing Inc,9/15/2019,9/15/2018,Legacy Plumbing Inc,,S-Corporation,37753-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2377118,,,5521 SOUTH 104TH AVENUE,"OMAHA, NE 68127",OMAHA,NE,68127,4025924030,,,,,LEO'S BURNER SERVICE,10/1/2019,10/1/2018,LEO'S BURNER SERVICE,"LEO'S HEATING, AIR CONDITIONING & PLUMBING, INC.",S-Corporation,23771-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2202718,,,5521 SOUTH 104TH AVENUE,"OMAHA, NE 68127",OMAHA,NE,68127,4025924030,,,,,"LEO'S HEATING, AIR CONDITIONING & PLUMBING, INC.",10/15/2019,10/15/2018,"LEO'S HEATING, AIR CONDITIONING & PLUMBING, INC.","LEO'S HEATING, AIR CONDITIONING & PLUMBING, INC.",S-Corporation,22027-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/9566518,,,815 17th STREET,"GOTHENBURG, NE 69138",GOTHENBURG,NE,69138,3085372907,,,,,LEROY'S HANDYMAN SERVICE,10/1/2019,10/1/2018,LEROY'S HANDYMAN SERVICE,,Sole Proprietorship,95665-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4761719,,,24973 E HAYTHORN RD,"MAXWELL, NE 69151",MAXWELL,NE,69151,3086501117,,,,,LEVI'S PLUMBING,5/1/2020,5/1/2019,LEVI'S PLUMBING,,Sole Proprietorship,47617-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4039819,,,2673 N,125th Ave.,Omaha,NE,68164-3530,4024311299,,,,,"Liberty Plumbing, Inc.",1/1/2020,1/1/2019,"Liberty Plumbing, Inc.","Liberty Plumbing, Inc.",S-Corporation,40398-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4090719,,,P O Box 107,"Shickley, NE 68436",Shickley,NE,68436,4026272235,,,,,Lichti Oil,4/1/2020,4/1/2019,Lichti Oil,Lichti Bros Oil Co Inc,S-Corporation,40907-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3132318,,,1549 MEADOWLARK RD,"LINCOLN, NE 68521",LINCOLN,NE,68521,4024763550,,,,,LINCOLN FURNACE & AIR COND CO,11/1/2019,11/1/2018,LINCOLN FURNACE & AIR COND CO,Lincoln Furnace & Air Conditioning Co,LLC,31323-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4081619,,,2501 Surrey Ct,"Lincoln, NE 68512",Lincoln,NE,68512,4027303814,,,,,Lincoln Plumbing LLC,3/15/2020,3/15/2019,Lincoln Plumbing LLC,,LLC,40816-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3203219,,,43320 ROAD 757,"LEXINGTON, NE 68850",LEXINGTON,NE,68850,3083244929,,,,,"Linden's Plumbing & Septic Tank Service, Inc.",1/15/2020,1/15/2019,"Linden's Plumbing & Septic Tank Service, Inc.",LINDEN'S PLUMBING & SEPTIC TANK SERVICE INC,Corporation,32032-19,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9983118,,,3040 N 95th St,"Lincoln, NE 68507",Lincoln,NE,68507,4027303048,,,,,LNE Plumbing,10/15/2019,10/15/2018,LNE Plumbing,,Sole Proprietorship,99831-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4277019,,,420 East 7th Street  PO Box 4,"Logan, IA 51546",Logan,IA,51546,7126443260,,,,,"Loftus Heating, Inc.",2/15/2020,2/15/2019,"Loftus Heating, Inc.","Loftus Heating, Inc.",Corporation,42770-19,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4862218,,,8203 Willit Street,"Omaha, NE 68122",Omaha,NE,68122,4028841411,,,,,Logan Plumbing,9/15/2019,9/15/2018,Logan Plumbing,,Sole Proprietorship,48622-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2913918,,,"417 MAIN STREET, PO BOX 396","SCRIBNER, NE 68057",SCRIBNER,NE,68057,4026643177,,,,,LOHMEYER PLUMBING HEATING & AC INC,7/15/2019,7/15/2018,LOHMEYER PLUMBING HEATING & AC INC,,Corporation,29139-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9700319,,,803 So,Bailey Ave,North Platte,NE,69101,3085344881,,,,,Louies Plumbing,1/1/2020,1/1/2019,Louies Plumbing,,Sole Proprietorship,97003-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2835318,,,P.O,BOX 125,ROCKVILLE,NE,68871,3083723469,,,,,LOUP RIVER PUMP CO,6/15/2019,6/15/2018,LOUP RIVER PUMP CO,LOUP RIVER PUMP CO,S-Corporation,28353-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2850618,,,1602 W,"FRONT STREET, PO BOX 97",NORTH PLATTE,NE,69103-0097,3085325875,,,,,LUSK HEATING & AIR CONDITIONING INC.,7/1/2019,7/1/2018,LUSK HEATING & AIR CONDITIONING INC.,LUSK HEATING & AIR CONDITIONING INC.,Corporation,28506-18,4,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3971918,,,1800 Windhoek Dr.,"Lincoln, NE 68512",Lincoln,NE,68512,4026101106,,,,,Luxury Heating & Air,8/1/2019,8/1/2018,Luxury Heating & Air,"Luxury Heating & Air, LLC",S-Corporation,39719-18,19,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2826118,,,87789 Canyon Rd,"LONG PINE, NE 69217",,,,,,,,,LYTLE'S PLUMBING & HEATING,6/15/2019,6/15/2018,,,,,,
https://dol.nebraska.gov/conreg/Contractor/Details/3145318,,,7401 WEST 129TH STREET,"OVERLAND PARK, KS 66213",OVERLAND PARK,KS,66213,9136647544,,,,,M C T SERVICES LLC.,11/1/2019,11/1/2018,M C T SERVICES LLC.,M C T SERVICES LLC.,LLC,31453-18,291,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2269919,,,P.O.Box 390671,"OMAHA, NE 68139",OMAHA,NE,68139,4028953592,,,,,"M.A.S., INC.",3/1/2020,3/1/2019,"M.A.S., INC.","M.A.S., INC.",Corporation,22699-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5015318,,,606 8th Street,"Bloomington, NE 68929",Bloomington,NE,68929,3087753007,,,,,Mac's Property Maintenance,7/1/2019,7/1/2018,Mac's Property Maintenance,,Sole Proprietorship,50153-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2293519,,,2820 north 66 ave apt#319,"OMAHA, NE 68104",OMAHA,NE,68104,4023413344,,,,,"MAGIC TOUCH LAWN SPRINKLE SYSTEMS, INC.",4/1/2020,4/1/2019,"MAGIC TOUCH LAWN SPRINKLE SYSTEMS, INC.","MAGIC TOUCH LAWN SPRINKLE SYSTEMS, INC.",S-Corporation,22935-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3341318,,,P.O,BOX 676,FREMONT,NE,68026,4027210608,,,,,MAHRT INC,9/1/2019,9/1/2018,MAHRT INC,MAHRT INC,Corporation,33413-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2183618,,,P.O,BOX 12428,OMAHA,NE,68112,4024575501,,,,,"MAINELLI MECHANICAL CONTRACTORS, INC.",10/1/2019,10/1/2018,"MAINELLI MECHANICAL CONTRACTORS, INC.",MAINELLI MECHANICAL CONTRACTORS,Corporation,21836-18,200,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3954918,,,7914 Dodge St,Suite 345,Omaha,NE,68114,4026588047,,,,,major drain llc,7/1/2019,7/1/2018,major drain llc,major drain llc,LLC,39549-18,15,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2992818,,,314 W NORTHWESTERN AVENUE,"NORFOLK, NE 68701",NORFOLK,NE,68701,4023719625,,,,,MAJOR REFRIGERATION CO. INC.,8/1/2019,8/1/2018,MAJOR REFRIGERATION CO. INC.,MAJOR REFRIGERATION CO. INC.,S-Corporation,29928-18,8,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2394419,,,8802 MILITARY ROAD,"OMAHA, NE 68134",OMAHA,NE,68134,4025735800,,,,,"MALLOY PLUMBING, INC.",2/15/2020,2/15/2019,"MALLOY PLUMBING, INC.","MALLOY PLUMBING, INC.",S-Corporation,23944-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3374818,,,304 W 5TH ST,"GRAND ISLAND, NE 68801",GRAND ISLAND,NE,68801,3083846219,,,,,MANFULL PLUMBING PLUS,12/1/2019,12/1/2018,MANFULL PLUMBING PLUS,,LLC,33748-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/4024418,,,13240 Centennial Road,"OMAHA, NE 68138",OMAHA,NE,68138,4026516891,,,,,"MAPLE LEAF PLUMBING, INC.",11/15/2019,11/15/2018,"MAPLE LEAF PLUMBING, INC.","MAPLE LEAF PLUMBING, INC.",S-Corporation,40244-18,9,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2135118,,,138 JEFFERSON AVE,"DES MOINES, IA 50314",DES MOINES,IA,50314,5152438288,,,,,"MARICK REFRIGERATION, INC",9/1/2019,9/1/2018,"MARICK REFRIGERATION, INC","MARICK, INC.",S-Corporation,21351-18,60,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2749118,,,6205 N 89th Circle,"Omaha, NE 68134",Omaha,NE,68134,4025719638,,,,,"MARICK REFRIGERATION, LLC",8/1/2019,8/1/2018,"MARICK REFRIGERATION, LLC",,LLC,27491-18,21,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2461719,,,2045 S Folsom Suite C,"LINCOLN, NE 68522",LINCOLN,NE,68522,4024408151,,,,,"MARK'S PLUMBING, INC.",2/15/2020,2/15/2019,"MARK'S PLUMBING, INC.","MARK'S PLUMBING, INC.",S-Corporation,24617-19,11,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/2632818,,,PO BOX 233/745 SOUTH ST.,"SEWARD, NE 68434",SEWARD,NE,68434,4026436051,,,,,MARLIN'S PLUMBING HEATING & A/C,9/1/2019,9/1/2018,MARLIN'S PLUMBING HEATING & A/C,,Sole Proprietorship,26328-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/6321619,,,444 N 15TH AVE,"BROKEN BOW, NE 68822",BROKEN BOW,NE,68822,3088700305,,,,,Marten Heating & Cooling,2/27/2020,2/27/2019,Marten Heating & Cooling,,LLC,63216-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2183718,,,306 EAST FIRST STREET,"PAPILLION, NE 68046",PAPILLION,NE,68046,4025923600,,,,,"MASTER MECHANICAL SERVICE, INC.",10/1/2019,10/1/2018,"MASTER MECHANICAL SERVICE, INC.","MASTER MECHANICAL SERVICE, INC.",Corporation,21837-18,13,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/9412718,,,308 S,Nebraska St.,Madison,NE,68748,4028412031,,,,,MASTERS DRAIN CLEANING,11/1/2019,11/1/2018,MASTERS DRAIN CLEANING,,Sole Proprietorship,94127-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3077018,,,1221 J Street,"Aurora, NE 68818",Aurora,NE,68818,4026942221,,,,,MASTER'S INC,8/15/2019,8/15/2018,MASTER'S INC,,S-Corporation,30770-18,3,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/4485519,,,129 W Adams,"O'Neill, NE 68763",O'Neill,NE,68763,4023368577,,,,,"Mathison Heating and Air, LLC",1/1/2020,1/1/2019,"Mathison Heating and Air, LLC",,LLC,44855-19,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3580518,,,9711 Marcel Cir,"LINCOLN, NE 68526",LINCOLN,NE,68526,4023141614,,,,,"MATT'S PLUMBING, INC.",10/15/2019,10/15/2018,"MATT'S PLUMBING, INC.","MATT'S PLUMBING, INC.",S-Corporation,35805-18,1,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/3964118,,,83370-539th ave,"meadow grove, NE 68752",meadow grove,NE,68752,4029280694,,,,,mausbach air & repair services,7/15/2019,7/15/2018,mausbach air & repair services,mausbach air & repair services,Corporation,39641-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/3845918,,,7727 Highland Street,"Ralston, NE 68127",Ralston,NE,68127,4025781733,,,,,McCaw Enterprise LLC,1/1/2020,1/1/2019,McCaw Enterprise LLC,,LLC,38459-18,0,Exempt
https://dol.nebraska.gov/conreg/Contractor/Details/2518619,,,3116 S 159TH STREET,"OMAHA, NE 68130",OMAHA,NE,68130,4026600909,,,,,MCCLELLAN IRRIGATION,1/1/2020,1/1/2019,MCCLELLAN IRRIGATION,"MCCLELLAN IRRIGATION, INC.",S-Corporation,25186-19,2,Certificate on File
https://dol.nebraska.gov/conreg/Contractor/Details/5115519,,,PO Box 745,"McCook, NE 69001",McCook,NE,69001,3087379315,,,,,"McCook Mechanical Services, LLC",1/1/2020,1/1/2019,"McCook Mechanical Services, LLC",,LLC,51155-19,0,Exempt
